18409 3248441851
489 71 8350602
489 29 10850407
489 35 10991915
489 67 5738053
489 33 3473054
489 22 1292478
489 50 8909949
489 18 8597006
489 33 6412191
489 70 4237264
489 21 4940341
489 100 1252759
489 36 5024466
489 48 2659509
489 71 73078
489 79 8832286
489 13 4475238
490 63 5847430
490 62 11094435
490 11 7034115
490 20 7810123
490 53 10680459
490 12 8691240
490 22 10146855
490 34 1548898
490 87 8822999
490 77 8284521
490 19 6114498
490 42 2748542
490 19 7074194
490 86 5832990
491 24 7843445
491 45 4327708
491 62 1370529
491 73 2850155
491 30 6634449
491 60 7871396
491 38 2289248
491 71 4519132
491 72 2681724
491 30 5339500
491 12 8309897
491 87 3467788
491 46 8971769
491 90 1252373
491 77 4950502
491 83 2189117
491 37 9716600
491 75 5467290
491 34 6960280
491 54 9449558
491 89 2104359
491 83 10728474
491 61 1439308
491 41 1571274
492 88 10108572
492 35 8872883
492 50 8968734
492 72 11097143
492 66 9326008
492 42 2301305
492 85 10237013
492 33 4696284
492 84 5191692
492 15 6805990
492 11 7755423
492 57 892637
492 87 2691412
493 73 5439867
493 79 7982031
493 77 1560924
493 84 10872940
493 19 3758232
493 98 6851493
493 62 7132506
493 52 3931685
493 81 2685484
493 77 7361643
493 99 7837920
493 65 4824222
493 28 7726707
493 50 6319453
493 70 7464670
493 90 9161721
493 22 6492242
493 18 7835992
493 26 10271899
493 44 7794746
493 85 7745304
494 31 4173500
494 17 5895403
494 92 8273848
494 13 2532446
494 93 3338564
494 64 10280571
495 49 1436333
495 16 3545152
495 32 7904954
495 48 5505485
495 39 10428998
495 48 610099
495 25 4295988
495 70 5912849
495 28 8813881
495 67 6860336
495 46 2463539
495 20 5860317
495 67 382161
495 22 9520699
495 43 151225
495 40 1271385
495 11 10544833
495 55 11128129
495 34 9083469
495 16 5355121
495 48 8919267
495 42 9686174
495 54 5545634
496 80 11191262
496 51 3704123
496 67 4463347
496 48 1070516
496 46 10739865
496 98 4105157
496 40 8706737
496 82 10431360
496 48 5978257
496 100 2556431
496 73 1813940
496 55 8634528
496 92 9988070
496 68 7214454
496 45 9017259
496 91 6161323
496 82 8484602
496 83 8289592
496 89 5356489
496 69 9289131
496 24 4205638
496 93 4488676
496 33 9614838
496 11 1350877
496 83 7346174
497 31 7366353
497 10 9072333
497 42 8357835
497 22 5654538
497 87 8333267
497 90 10523226
497 40 10953757
497 49 6690127
497 57 7443090
497 21 10406509
497 98 9324229
497 64 8568815
497 27 11217702
497 25 5485983
497 97 11122232
497 20 7349974
497 73 7078125
497 29 2594534
497 96 6878013
497 42 731865
497 72 11139297
497 39 2816664
497 17 11002196
497 45 3807955
497 100 462336
497 40 5109322
498 23 3400399
498 22 9644062
498 32 8087899
498 95 2255079
498 46 9782255
498 50 11092671
498 40 8780134
498 15 6831928
498 10 832864
498 77 2707198
498 67 10636344
498 81 9199342
498 65 109849
498 93 3907764
499 99 7541968
499 16 1396101
499 60 7601133
499 70 5614267
499 95 8954876
499 73 3590463
499 38 4093402
499 62 1223519
499 61 3020186
499 45 5013178
500 96 8296403
500 93 9117472
500 23 8002321
500 18 5869482
500 85 1809646
500 78 2237608
500 52 8124901
500 94 9443105
500 70 11099397
500 10 4784128
500 49 3162691
500 42 5751219
500 23 6384417
500 29 1384369
500 50 3421810
500 88 7952895
500 61 6557415
500 60 5527269
500 46 6435938
500 48 8586491
500 55 5292712
500 45 2467636
500 76 3448197
500 53 6656150
501 13 398973
501 43 4456175
501 90 3635818
501 67 3484877
501 35 4976270
501 70 7021632
501 81 1348408
501 77 9007510
501 60 10902362
502 62 1815433
502 85 1616218
502 71 4338311
502 99 1019144
502 65 4672915
502 69 5160925
502 55 8381337
502 51 8482629
502 76 1920339
502 42 472460
502 91 9271969
502 75 6903449
502 55 1826649
502 21 4678509
502 43 6783492
502 14 9452231
502 80 9398983
502 41 7117730
502 76 7065025
502 79 6721782
502 61 5330052
502 13 11010592
502 76 2853098
503 22 10211920
503 67 5384189
503 74 1084838
503 20 4848797
503 30 5244281
503 100 160676
503 16 2469373
503 83 3796710
503 100 7410404
503 50 8728981
503 34 9621067
503 64 10424674
503 32 5033121
503 42 10643898
503 46 4519405
503 57 10475596
503 18 2933669
503 88 1951417
503 50 3976187
503 21 897556
503 58 2953436
503 50 1870716
503 44 2160346
503 69 5879397
503 44 10812890
503 100 4141415
503 33 9929559
503 30 3736552
504 55 7432547
504 23 6827623
504 57 2241360
504 36 1389411
504 95 2396530
504 90 8773869
504 53 9908742
504 24 8161848
504 39 2315535
504 30 8253222
504 59 898777
504 11 10100253
504 76 4434240
504 33 6685178
504 39 6534345
504 71 7583224
504 29 3335633
504 61 9719706
504 66 4679406
504 44 7729008
504 45 9527603
504 28 3031793
504 37 240599
504 58 3651755
504 73 10473897
504 100 10349559
504 23 4052261
504 10 2422358
505 100 4541627
505 86 3403015
505 58 4056245
505 26 8611063
505 69 10623959
505 28 9671197
505 28 2020223
505 28 3447115
505 17 8271005
505 39 271722
505 74 8182845
506 74 922353
506 43 1490839
506 58 3451310
506 19 6370575
506 94 8232523
506 75 3802390
506 54 5512124
506 75 1093332
506 99 8098482
506 90 4718799
506 78 3753801
507 38 6145790
507 42 412369
507 30 8152838
507 46 7357801
507 86 6943335
507 98 9875420
507 86 7467939
507 34 4791979
507 85 11119670
507 78 993846
507 83 2984985
507 47 884924
507 54 8763087
507 35 7248037
507 25 4896131
507 55 11155526
507 69 2929075
507 26 8783775
508 74 9789004
508 53 337997
508 28 3938895
508 63 9025275
508 33 4266034
508 43 2077149
508 30 4166788
509 65 3228309
509 39 9318979
509 55 4552454
509 13 3612193
509 97 7036980
509 97 10541743
510 98 3330089
510 30 1321683
510 71 1810476
510 27 8060189
510 92 8736731
510 58 597495
510 30 5799494
511 23 10556565
511 61 9351055
511 55 1412266
511 93 1311071
511 69 7772009
511 72 3378614
511 76 349103
512 16 7745955
512 28 5215230
512 34 601073
512 100 2974007
512 47 10654748
512 16 1954325
512 59 1127198
512 34 1445374
512 50 1914877
512 88 8438924
512 40 9049859
513 61 9564681
513 21 3367208
513 78 9709651
513 61 4830871
513 87 4406279
513 31 7556652
513 15 941793
513 12 9461644
513 30 1608479
513 83 6013944
513 92 6887211
513 28 844579
513 82 8738071
513 87 7620746
513 89 9638101
513 74 4941028
513 59 9780310
513 76 10135779
513 75 8577302
513 20 511090
513 21 10308362
513 83 5841073
513 30 3505774
513 90 5901412
513 45 2893111
513 99 10685356
514 59 3315379
514 36 228499
514 54 9970653
514 25 8189119
514 22 8968872
514 52 5797387
514 73 10724460
514 88 11199863
514 46 6910756
514 19 9735854
514 86 5823395
514 84 2463439
514 31 1046934
514 22 6618060
514 96 6270791
514 27 7031798
515 64 2117356
515 86 4703158
515 48 1756874
515 56 1987839
515 35 8760521
515 44 1443853
515 42 9199574
515 42 4203650
515 90 5579338
515 96 10170877
515 32 9080121
515 18 7987910
515 21 10726621
515 42 734837
515 17 3597535
515 44 9366857
515 46 2925094
515 63 7797184
515 33 6716387
515 34 2085633
515 29 5044576
515 17 442448
515 86 10114870
515 21 11157788
516 22 7765032
516 59 5765678
516 99 7981848
516 69 9987015
516 22 10387659
516 17 115040
516 74 5851417
516 79 3706736
516 28 4440894
516 86 9055385
516 52 9357038
516 77 9945500
516 14 3814202
516 44 1662466
516 80 9607220
516 11 9063713
516 31 100185
516 97 4477495
516 95 5247395
516 43 5013148
516 62 1042327
516 88 5374813
516 22 3742924
516 10 971881
517 82 3565242
517 23 10255347
517 29 9406612
517 68 114407
517 27 1114007
517 99 3364741
517 81 6605211
517 51 10200207
517 95 635206
517 37 6919999
517 97 9772117
517 18 3841296
517 82 2618042
517 47 5353962
517 90 10728855
517 15 11019866
517 61 7858451
517 62 10065163
517 96 10954456
517 46 10196366
517 92 3800897
517 52 2484797
517 66 10984436
517 46 9470567
517 96 1705060
517 91 2597456
517 49 10383714
517 76 5684782
517 18 9888957
517 53 2673305
518 25 3112101
518 14 8800547
518 80 6764519
518 100 8693394
518 85 1380531
518 84 7271097
518 55 11138453
518 18 6516340
518 14 6189057
518 85 941614
518 23 1595503
518 95 1296598
518 46 8995568
518 46 6270197
518 77 1534028
518 55 934561
518 57 2113508
518 19 6573799
518 58 10585103
518 41 1694063
518 17 3973015
518 33 1333948
518 35 10220974
518 76 8776753
518 98 7476529
518 50 3053896
518 81 7044052
518 88 2912354
518 29 1771147
519 90 5617911
519 27 8934801
519 95 1917864
519 67 3039951
519 28 673423
519 95 9590327
519 44 7327707
519 76 2457494
519 38 2535399
519 15 9147491
519 85 8626571
520 80 3228893
520 19 1431036
520 97 4091294
520 62 1500627
520 55 3189071
520 69 5269833
520 41 5922533
520 82 8420502
520 63 8429379
520 21 4693830
520 46 3046570
520 10 5204484
520 97 8239596
520 88 8781932
520 19 8586056
520 65 5079258
520 13 4686374
520 72 2282998
520 48 5683785
520 95 8730022
520 15 3074915
520 80 9659967
521 53 3141813
521 40 8428797
521 37 3298777
521 24 10405477
521 27 3144971
521 83 4304397
521 42 4701634
521 30 4264959
521 26 10960511
521 55 3347311
521 23 456119
521 59 6146927
521 70 2047365
521 31 6489035
521 17 3608815
521 100 2199164
521 80 11191525
521 14 3088420
521 84 4845940
521 49 8075839
521 58 7031423
521 23 3892887
521 36 9560106
521 27 2957194
521 87 1397542
521 81 3478768
521 65 5162473
522 82 10972834
522 48 6930557
522 44 264457
522 99 7152741
522 55 8914688
522 27 8516172
522 51 382216
522 67 9270642
522 17 7463381
522 83 2192505
522 88 5681134
522 92 2671399
522 26 4725276
522 82 4128892
522 73 8547249
522 64 2510851
522 44 10811119
522 39 5185539
522 77 10711081
522 36 2679929
522 66 8588692
522 74 9926172
522 87 7424832
522 15 2977675
522 23 2042128
522 89 5084833
522 69 9805498
522 93 2787364
522 60 7763137
523 90 974105
523 23 5267436
523 70 7794951
523 43 4544701
523 72 8530211
523 56 2298514
523 31 7668269
523 20 8537925
523 45 8521074
523 81 9223747
523 96 11062507
523 46 3545633
523 60 4306836
524 11 2078521
524 41 5241479
524 15 2381314
524 75 2822355
524 84 6300402
524 52 1332147
524 20 2342645
524 57 1062497
524 47 403965
524 88 7876148
525 69 265579
525 34 2311141
525 62 9870626
525 89 2788557
525 57 5013576
525 56 278549
525 81 10700386
525 11 3853128
525 89 4157514
525 88 8616357
525 46 10188132
525 63 10819537
525 45 10112882
525 32 1466119
525 80 9376197
526 11 8036026
526 46 440240
526 81 10051258
526 76 3286706
526 65 10749579
526 67 6202535
527 18 9733385
527 87 3239831
527 53 978313
527 94 8532819
527 13 2901285
527 33 9503042
527 20 7362233
527 54 7650789
527 53 10248571
527 36 10362776
527 52 1851759
527 10 1252470
527 25 5773724
527 86 11133967
527 42 6491188
527 100 288139
527 72 1141999
527 38 7211821
527 32 4290279
527 40 9602146
527 39 3961658
527 39 6696186
527 70 8404364
527 100 7088235
527 43 6586299
527 99 4472706
528 81 8578550
528 10 2680619
528 80 4041293
528 44 6625895
528 93 3868732
528 64 1762519
528 35 6685662
528 75 8411013
529 38 5956581
529 94 2895249
529 59 8932262
529 86 4045473
529 78 534665
529 38 7195746
529 59 3889809
529 28 7532740
529 97 8111395
529 62 3307533
529 76 982328
529 17 7225137
529 60 958543
529 96 600707
529 71 85332
529 99 3904583
529 27 1930307
529 47 3122747
529 94 9968595
529 33 2673666
529 29 6308613
529 91 4222301
530 100 4406630
530 87 7497842
530 62 2114876
530 20 1122066
530 52 5755257
530 32 1058711
530 44 6467334
530 83 1783833
530 68 8726735
530 23 4245028
530 60 1752442
530 38 3847940
530 54 493272
530 76 4839853
530 70 11083256
530 52 929004
530 60 1816589
531 41 2768603
531 80 756306
531 50 783185
531 80 9871598
531 45 3102304
531 19 7952607
531 32 3532682
531 96 9731066
531 21 697156
531 20 9408266
531 16 6184329
532 18 9718614
532 55 10205066
532 48 7999000
532 68 9536717
532 51 10812195
532 88 8097676
532 76 817903
532 50 4051697
532 15 3459241
532 75 2088867
532 96 6137595
532 70 5898121
532 33 9121247
532 25 2651046
532 69 10135325
532 10 8854654
532 21 8579666
532 54 2714798
532 56 10949258
532 15 616325
532 43 9171118
532 57 10102220
532 98 6391866
532 55 9036928
532 92 3135181
532 90 10667900
532 14 1827213
532 97 2262058
533 10 8332769
533 100 7272148
533 97 8774440
533 75 9648632
533 76 6138946
533 47 6234226
533 58 5552964
533 94 6387700
533 40 7957049
533 51 4376024
533 88 2799816
533 78 7185407
534 66 3870132
534 68 10391918
534 41 580506
534 66 1127452
534 21 9481415
534 41 6649842
534 91 3502748
534 49 1277451
534 89 5725683
534 35 7109151
534 68 3298071
534 79 10820597
534 30 3793852
534 78 701112
534 60 2099423
534 61 8527007
534 88 10065769
534 88 6743111
534 90 1994525
534 90 8730275
534 53 4643192
534 46 10977496
534 33 2716100
534 98 5205610
534 100 573236
534 38 4290162
534 27 10314547
534 34 5524366
534 93 8989030
535 22 5910711
535 73 3896720
535 21 355678
535 76 2069279
535 27 10611141
535 47 6236673
535 69 6717936
535 45 5300255
535 73 3796963
535 16 6545296
535 43 2011624
535 30 2088543
535 30 8568126
535 44 4479206
535 84 2823815
535 65 8157222
535 84 6644383
535 50 7095106
535 74 6273749
535 73 11045065
535 61 4987778
535 36 5981715
535 72 6053511
535 56 1416297
535 72 7053293
535 31 3211332
535 57 11124529
535 86 4990309
536 61 7201588
536 99 210584
536 51 3530610
536 75 350567
536 25 7960575
536 41 2261858
536 88 8220017
536 36 10049015
536 69 4450267
536 77 3934799
536 38 4393670
536 23 8736800
536 52 6706442
536 19 3607826
536 81 6458970
536 61 4204486
536 31 1063439
536 21 6068648
536 53 1906304
536 32 6734056
536 12 10038956
536 35 8881741
536 57 7940090
536 51 8932936
536 52 10957193
536 20 10327870
536 55 4732353
536 91 1615855
536 74 10486104
536 29 2783289
537 71 4507242
537 84 4817551
537 89 6471762
537 63 6520857
537 56 2027323
537 46 1934699
537 41 7110626
537 24 8638072
538 21 1735907
538 58 7486164
538 80 10464398
538 61 4639320
538 56 7568507
538 18 2341660
538 43 558764
538 78 2704764
538 26 10954618
538 37 6821935
538 99 10461960
538 11 1530237
538 32 9669898
538 34 10684699
538 42 3090800
538 16 4455927
538 42 6655967
538 33 4274712
538 92 6923796
538 48 8575827
538 18 9463787
538 46 9355731
538 47 6229154
539 69 6819084
539 77 1766724
539 59 6617051
539 33 4840157
539 17 6031399
539 31 5329551
539 63 8853448
539 56 5758935
539 65 3516979
539 69 3501748
539 36 5982893
539 46 7143933
539 36 6643925
539 13 1632009
539 20 2078964
539 41 662375
539 69 7556273
539 51 1379661
539 55 9727966
539 15 11031361
539 13 7625397
539 28 4453271
540 55 1423001
540 45 2158374
540 20 1007822
540 49 5645522
540 99 4084791
540 83 8782277
540 13 3357071
540 83 4970727
540 85 3284635
540 15 2482012
540 63 5976644
541 98 10441721
541 23 1154855
541 88 9123948
541 23 2404901
541 53 1412107
541 38 5170829
542 91 200077
542 48 3554577
542 58 5049366
542 23 5862022
542 70 7804740
542 43 5920222
542 19 2632374
542 40 7254058
542 58 7754341
542 84 9088920
542 58 4805448
542 38 9986318
542 28 10681903
542 35 5892381
542 38 8883983
542 96 10424371
542 95 7235508
542 44 3241937
542 63 5421065
542 69 5864589
542 60 7593724
542 60 9484371
543 69 9569827
543 62 9769009
543 88 10840590
543 78 2480787
543 69 5630769
543 67 6819616
543 91 10415028
543 75 6250822
543 87 11142587
543 52 6073209
543 21 6991281
543 23 5330644
543 98 6419634
543 53 5171597
543 63 4434733
543 99 9393087
543 58 9944556
543 94 2940351
543 45 7811396
543 96 5578213
543 67 5207036
543 86 5156541
543 94 8781962
543 32 9345616
543 15 9982375
543 86 175533
543 77 10689074
543 13 10046214
543 35 3163595
544 69 3387644
544 13 9886780
544 14 8406928
544 99 4026470
544 33 6851573
544 47 957078
544 16 6801012
545 39 5535534
545 90 2996581
545 25 4300324
545 28 6457364
545 21 4840258
545 87 6820495
545 18 9973336
545 57 3992628
545 48 6130433
545 14 9528002
545 91 676803
545 86 6540335
546 57 1892719
546 64 6907919
546 90 2544585
546 53 336161
546 91 5651059
546 99 5760268
546 16 3447142
546 94 1491137
547 10 8518038
547 20 5344713
547 80 4240559
547 58 8898254
547 47 4957396
547 96 5762461
547 52 8440333
547 62 4056985
547 41 2484038
547 30 10917138
547 65 9817099
547 57 6722915
547 21 9337599
548 97 7081655
548 80 3614627
548 50 10749946
548 54 2411933
548 96 7663191
548 58 9885343
548 43 5057275
548 76 3814599
548 13 5879837
548 73 596083
548 38 270760
548 17 10398730
548 24 67354
548 16 8411412
548 71 2987195
548 26 1312107
548 19 10705407
548 43 5591283
548 61 8946121
548 41 1013021
548 44 10446788
548 100 10998040
548 71 1241448
548 15 7693307
548 78 1383588
548 49 1445753
548 69 10908190
548 83 4369398
548 44 10305351
548 95 11214657
548 80 2899799
549 14 10447564
549 71 11071467
549 35 8509139
549 17 5025210
549 96 1403160
549 44 2726900
549 37 5377864
549 60 2979142
549 87 2548539
549 21 1228552
549 88 3382547
549 92 6200632
549 13 10713636
549 85 9425941
549 84 1818189
549 16 6041805
549 72 9062258
549 54 7362479
549 24 2816213
549 10 6820247
549 54 889430
549 26 1878296
550 66 9430627
550 43 1727193
550 56 3450167
550 94 3007241
550 91 9558333
550 27 1643005
550 86 9400510
550 47 2638072
550 19 2680391
550 73 7625623
550 41 5819307
550 46 3928817
550 71 7691177
550 22 6076334
550 26 6917825
550 17 10640497
550 29 11081832
550 31 1550111
550 63 1264103
550 95 86964
550 100 3986056
550 73 2304386
550 64 4076455
550 22 511504
550 66 8806408
550 39 2972228
550 65 5808629
551 18 5972661
551 47 6086291
551 11 6724422
551 84 5152018
551 91 3058383
551 38 8939495
551 85 8940729
551 26 965595
551 59 9798333
551 72 8545400
551 70 835624
551 75 790903
551 97 9722173
551 66 198897
551 85 2833840
551 85 5607129
551 15 928790
551 50 5918438
551 74 492149
551 76 1735477
551 17 10231820
551 60 71488
551 67 10287963
551 68 10537085
551 68 4724538
551 72 3535855
551 94 2691659
551 79 5902343
551 44 154466
551 14 6294693
551 99 6959895
552 17 6778615
552 66 9026224
552 60 795260
552 78 1729620
552 91 7794137
552 66 3101977
552 10 7204949
552 23 5625031
552 74 5446545
552 67 3576445
552 80 8460309
552 100 369720
552 18 2910083
552 92 4320325
552 37 1860729
552 89 9938496
553 85 4609244
553 19 5159665
553 36 3837846
553 33 738805
553 99 1399974
553 54 5893697
553 45 9936091
553 37 10297248
553 16 2260420
553 38 6014759
553 80 9644803
553 10 6841976
553 34 5599943
553 17 4846040
553 85 8954219
553 98 3190668
553 12 5985971
553 28 5430599
553 19 3632364
553 87 9638227
553 69 3923976
553 50 2692622
553 99 7545722
553 75 2179856
553 99 8889592
554 98 7449835
554 97 4269407
554 83 5198114
554 40 2499725
554 39 6782355
554 16 6531824
554 78 275013
554 98 10140955
554 30 1805799
554 99 3998699
554 25 10789038
554 61 804816
554 55 3470716
554 40 3542211
554 36 9478906
554 76 11090126
554 94 1004876
554 57 736974
554 66 11044774
554 75 1938933
554 88 546647
554 34 4238327
554 99 6034200
554 64 9741715
554 66 3859907
555 39 4001390
555 67 393090
555 12 361440
555 27 6086666
555 82 5089588
555 76 7135827
555 10 5821030
555 73 5334729
555 97 9457897
555 62 10715064
555 55 1886432
555 79 3174776
555 28 1167859
555 31 7747940
555 13 1528395
555 25 4615191
555 79 2492625
555 86 7711452
555 35 7222217
555 76 6810183
555 25 2245365
555 37 2900823
555 87 7184958
555 20 2607114
556 46 1334383
556 43 3122409
556 23 2386678
556 43 6519585
556 31 9679044
556 12 5900625
556 44 995396
556 36 8648717
556 65 1053815
556 23 191649
556 42 6088793
556 92 3075858
556 12 468218
556 74 7343272
557 48 9952442
557 84 1895336
557 15 7337039
557 25 1443831
557 45 11070803
557 51 7219314
557 19 10752936
558 25 9003586
558 90 10241183
558 62 10756587
558 47 10701673
558 90 10113567
558 64 913895
558 65 5529801
558 63 3056327
558 76 4221324
558 88 5431892
558 83 8782187
558 63 7011146
558 41 3051801
558 15 4242705
558 100 9884704
559 16 6692417
559 28 3368445
559 75 9021038
559 86 4745961
559 11 4679342
559 59 2970681
559 54 5714245
559 48 10474245
560 39 8278854
560 46 7895210
560 87 590418
560 48 2551955
560 65 4250035
560 37 2228458
560 87 2027078
560 38 8214583
560 71 4218916
560 91 1711955
560 55 9478665
560 83 6131075
560 28 3831010
560 30 9123544
560 85 6680286
560 37 2124550
560 65 475317
560 86 8971410
560 43 5051457
560 47 1266823
560 16 10041440
560 43 3451687
560 66 10407678
560 92 1690497
560 71 5054904
560 41 1036963
560 34 3556188
560 69 5036258
560 75 7019269
561 28 5609829
561 29 2364547
561 74 9972077
561 56 1142450
561 15 10428019
561 23 7794366
561 59 2246120
561 24 4664973
561 64 1146598
561 99 9690038
561 84 3893770
561 73 7397342
561 54 2890931
562 81 11160242
562 41 8638683
562 76 10648868
562 98 623945
562 89 3317912
562 79 7213444
562 60 2564024
562 11 7594648
562 21 3101616
562 88 6588490
562 95 1331811
562 53 10111095
562 33 1843818
562 67 907651
563 32 9955465
563 57 5127838
563 24 2842559
563 96 9087287
563 53 10348228
563 49 5153566
563 100 10394298
563 55 2997413
563 30 5728147
563 50 9869848
563 26 9549983
564 71 822990
564 25 6347690
564 69 3063171
564 61 8309717
564 69 2495447
564 59 9247592
564 66 2159461
564 50 8860204
564 53 10302242
564 50 9359699
564 31 185078
564 80 6549420
564 89 10288973
564 53 9480610
564 11 3571850
564 45 8514669
564 31 1610778
564 43 2702233
565 66 4321125
565 30 4325567
565 40 7800694
565 90 2744189
565 80 5729511
565 36 2426800
565 86 6588620
565 17 6701568
565 35 9957646
565 35 5876553
565 15 10418433
565 71 2467886
565 31 4963936
565 78 3612404
565 55 7919381
565 84 3022939
565 31 5568394
565 68 5134359
565 68 2145975
566 20 2222472
566 42 6313038
566 84 4556511
566 47 3298105
566 67 7589547
566 63 5866590
566 31 4623626
566 22 4829640
566 92 10170652
566 70 10645847
566 57 8299547
566 41 1444237
566 44 2926651
566 67 7117882
566 20 4899734
566 45 1919685
566 96 4366480
567 33 5693151
567 83 6287941
567 47 2255018
567 80 2784774
567 44 8020847
567 21 4414571
567 96 6184971
567 66 9751189
568 68 5130487
568 12 5931799
568 54 9879457
568 33 9141278
568 86 3719577
568 50 9434303
568 73 5027229
568 50 2133618
568 77 6785603
568 25 9392630
568 54 7077446
568 29 1258364
568 53 5428387
568 20 6349845
568 74 3417109
568 45 508234
568 67 6172320
568 34 11014523
568 87 6041767
568 85 2853575
568 44 5479330
568 51 8563132
568 64 4620848
568 81 1698092
568 63 64331
568 64 6550449
569 29 6597061
569 83 8815304
569 59 708747
569 28 7017659
569 21 5156239
569 22 5733646
569 44 8443700
569 73 1754435
569 51 10160503
569 22 8770211
569 86 3664675
569 69 9932342
569 83 5860801
569 22 525578
569 11 3281688
569 91 5481182
569 71 10269099
569 92 9282965
569 81 10326481
570 100 1368871
570 95 278598
570 92 9216218
570 22 6598533
570 59 1719050
570 30 9664980
570 19 4829969
570 42 1372515
571 52 6866729
571 57 7874955
571 15 694839
571 74 6563060
571 62 7025442
571 55 5317650
571 27 7276845
571 13 2697884
571 65 5654989
571 21 8734235
572 74 10906453
572 86 4793815
572 40 725838
572 67 4674274
572 45 5133853
572 32 5232277
572 86 3067337
572 92 7896508
572 91 5256082
572 87 10031701
572 88 4828352
572 63 10400967
572 44 2230152
572 49 10352612
572 43 4560911
572 75 2537692
572 81 9691513
572 19 1014530
572 67 6202281
572 50 8306665
572 13 1038343
572 29 2211280
572 64 2242233
573 46 7184574
573 15 9542087
573 91 2560125
573 49 307632
573 87 9298716
573 91 1016518
573 27 5150689
573 50 3647975
573 100 9784304
573 69 9158180
573 57 2749448
573 77 7262408
573 75 11108580
573 39 689048
573 79 1528522
573 28 9340685
573 50 5998492
573 30 1492266
573 23 3753623
573 29 6142344
573 98 156858
573 23 8099134
573 72 2394033
573 74 7048378
573 73 4427386
573 93 1384560
573 31 2731475
573 75 8362222
573 74 11090013
573 26 10720645
574 97 10210051
574 33 5929608
574 83 439373
574 11 7651472
574 43 11206434
574 22 652549
574 34 10798817
574 85 10714395
574 76 3773687
574 94 11096026
574 95 5917724
574 99 5128176
574 78 7791062
574 96 9248433
574 66 7616790
574 68 1250710
574 23 119752
574 49 10403412
574 39 9306330
574 56 9334371
575 92 2236928
575 74 1033568
575 59 10391263
575 90 2257877
575 53 1627856
575 37 5348955
575 12 10498178
575 40 3017823
575 15 4207687
576 83 7902018
576 84 6850159
576 16 6397875
576 75 9790414
576 76 8819394
576 40 7237443
576 55 5895188
576 17 9998094
576 15 2784540
576 91 828423
576 44 450091
576 70 1544363
576 54 3908109
576 71 8679841
576 83 7949012
576 68 1503066
576 38 9930204
576 17 7050659
576 74 5582970
576 25 8432964
576 19 959314
576 58 7354223
576 29 8134027
576 48 4277971
576 10 8585815
576 67 5593464
577 97 10184848
577 71 6409759
577 61 10743915
577 62 1431577
577 60 514760
577 60 10262546
577 58 2438945
577 91 8479151
577 86 892797
577 97 2443499
577 99 8737711
577 61 7928057
577 32 1470444
577 15 6749261
577 94 5338893
577 33 9608270
577 99 3773399
577 27 773357
577 80 8489127
577 45 122166
577 58 7875458
577 10 8238140
577 12 1740530
578 59 2456797
578 38 4311117
578 88 9452884
578 31 7264942
578 11 5001355
578 13 1814559
578 92 741657
578 71 2753506
579 44 8646144
579 31 4029626
579 100 10988117
579 21 9512185
579 38 7563514
579 89 7716788
579 97 1334427
579 73 6915145
579 46 9152148
579 34 7407088
579 35 4006373
579 12 8926511
579 21 6021659
579 34 875826
579 44 11145880
580 73 9888590
580 30 764323
580 58 704991
580 47 9227682
580 12 3541755
580 98 7113475
580 71 2991041
580 23 5588230
580 60 5910714
580 53 10290940
580 41 9091175
580 84 1598038
580 30 2468287
580 70 2645418
580 99 5112714
580 82 1928301
580 43 2576064
580 70 9233569
580 64 8559557
580 48 8361697
580 24 9348546
580 26 4414321
580 25 3874497
580 36 7473938
580 25 2220812
580 83 1640677
580 23 335289
581 70 10938692
581 96 9343838
581 55 5089854
581 23 3363274
581 10 11099435
581 85 1411951
581 16 4773127
581 30 8670961
581 18 8256955
581 55 9910747
581 63 4434001
581 55 4502643
581 54 9662098
581 26 700402
581 48 10324305
581 35 1493291
581 18 944585
582 57 8406937
582 44 5633293
582 82 7296044
582 70 8223619
582 48 3539141
582 96 9854934
582 69 8907755
582 74 9721619
582 20 1259224
582 70 9539857
582 89 7610722
582 62 7538253
582 35 2738944
582 41 5400125
582 99 8324489
582 86 1117883
582 33 5721302
582 74 3179132
582 97 8981434
582 18 2257450
582 39 9370750
582 32 669241
582 45 2495929
582 76 9975983
582 30 4090940
582 89 8603638
583 13 3119917
583 35 8307012
583 46 3176453
583 93 9837980
583 61 6865005
583 21 133543
583 90 8930875
583 27 10433294
583 98 10805552
583 55 7184765
583 45 6206324
583 87 10357084
583 16 2416838
583 64 8787330
584 22 1112888
584 56 9810752
584 41 4935305
584 38 5730135
584 59 3720867
584 21 1051078
584 45 2988210
584 25 10108538
584 94 250152
584 51 2840784
584 79 4884478
584 95 4115141
584 89 7373386
585 30 514696
585 39 6600650
585 17 8966797
585 87 5041336
585 39 4988332
585 97 922674
585 73 7554785
585 13 6821668
585 56 4311188
585 33 7959930
585 32 8007267
585 42 696826
585 15 7735107
585 20 3487466
585 28 8395008
585 25 7029623
585 65 1336924
585 77 5474814
585 28 4890976
585 94 511870
585 47 4216491
586 88 6330306
586 29 7839919
586 14 4444864
586 56 4774342
586 17 2804065
586 58 3734306
586 30 2894884
586 78 9039843
586 82 6329020
586 47 8528267
586 37 6958137
586 99 366579
586 32 3186383
586 72 9144545
587 55 9901667
587 68 8086309
587 97 10066301
587 11 9319716
587 44 4372484
587 21 7399329
